,Company Name,Location,date,Detail,Status Rocket,price,Status Mission,country,alpha3,year,month
1119,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001-11-27 05:59:00+00:00,Ariane 44LP | DirecTV-4S,StatusRetired,0.0,Success,France,FRA,2001,11
1120,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2001-10-25 11:34:00+00:00,Molniya-M /Block ML | Molniya-3 n†­171,StatusRetired,0.0,Success,Russian Federation,RUS,2001,10
1121,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2001-10-22 10:23:00+00:00,"PSLV-G | TES, BIRD & PROBA",StatusRetired,25000000.0,Success,India,IND,2001,10
1122,Boeing,"SLC-2W, Vandenberg AFB, California, USA",2001-10-18 18:51:00+00:00,Delta II 7320-10C | QuickBird,StatusRetired,0.0,Success,USA,USA,2001,10
1123,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",2001-10-11 02:32:00+00:00,Atlas IIAS | NROL-12,StatusRetired,0.0,Success,USA,USA,2001,10
1124,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",2001-10-05 21:21:00+00:00,Titan IV(404)B | NROL-14 (KH-11 Kennen),StatusRetired,0.0,Success,USA,USA,2001,10
1125,Lockheed,"LP-1, Pacific Spaceport Complex, Alaska, USA",2001-09-30 02:40:00+00:00,Athena I | Starshine 3 & Others,StatusRetired,0.0,Success,USA,USA,2001,9
1126,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001-09-25 23:21:00+00:00,Ariane 44P | Atlantic Bird 2,StatusRetired,0.0,Success,France,FRA,2001,9
1127,Northrop,"SLC-576E, Vandenberg AFB, California, USA",2001-09-21 18:49:00+00:00,Minotaur C (Taurus) | Orbview-4/QuikTOMS,StatusActive,45000000.0,Failure,USA,USA,2001,9
1128,Lockheed,"SLC-3E, Vandenberg AFB, California, USA",2001-09-09 15:25:00+00:00,Atlas IIAS | NROL-13 (Intruder FA & 5B),StatusRetired,0.0,Success,USA,USA,2001,9
1129,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001-08-30 06:46:00+00:00,Ariane 44L | Intelsat 902,StatusRetired,0.0,Success,France,FRA,2001,8
1130,MHI,"LA-Y1, Tanegashima Space Center, Japan",2001-08-29 07:00:00+00:00,H-IIA 202 | VEP 2 & LRE,StatusActive,90000000.0,Success,Japan,JPN,2001,8
1131,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2001-08-10 21:10:00+00:00,Space Shuttle Discovery | STS-105,StatusRetired,450000000.0,Success,USA,USA,2001,8
1132,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2001-08-08 16:13:00+00:00,Delta II 7326 | Genesis Probe,StatusRetired,0.0,Success,USA,USA,2001,8
1133,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2001-08-06 07:28:00+00:00,Titan IV(402)B | DSP,StatusRetired,0.0,Success,USA,USA,2001,8
1134,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2001-07-23 07:23:00+00:00,Atlas IIA | GOES-M,StatusRetired,0.0,Success,USA,USA,2001,7
1135,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2001-07-20 00:17:00+00:00,Molniya-M /Block ML | Molniya-3K n†­170,StatusRetired,0.0,Success,Russian Federation,RUS,2001,7
1136,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2001-07-12 21:58:00+00:00,Ariane 5 G | Artemis & BSAT-2b,StatusRetired,0.0,Partial Failure,France,FRA,2001,7
1137,NASA,"LC-39B, Kennedy Space Center, Florida, USA",2001-07-12 09:03:00+00:00,Space Shuttle Atlantis | STS-104,StatusRetired,450000000.0,Success,USA,USA,2001,7
1138,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2001-06-30 19:46:00+00:00,Delta II 7425-10C | WMAP,StatusRetired,0.0,Success,USA,USA,2001,6
1139,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2001-06-19 04:41:00+00:00,Atlas IIAS | ICO F2,StatusRetired,0.0,Success,USA,USA,2001,6
1140,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001-06-09 06:45:00+00:00,Ariane 44L | Intelsat 901,StatusRetired,0.0,Success,France,FRA,2001,6
1141,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2001-06-08 15:08:00+00:00,Cosmos-3M (11K65M) | Cosmos 2378,StatusRetired,0.0,Success,Russian Federation,RUS,2001,6
1142,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2001-05-18 17:45:00+00:00,Delta II 7925 | NROL-17 (GeoLITE),StatusRetired,0.0,Success,USA,USA,2001,5
1143,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2001-05-08 00:00:00,Zenit-3 SL | XM-1,StatusActive,0.0,Success,Pacific Ocean,Pacific Ocean,2001,5
1144,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2001-04-19 18:40:00+00:00,Space Shuttle Endeavour | STS-100,StatusRetired,450000000.0,Success,USA,USA,2001,4
1145,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2001-04-18 10:13:00+00:00,GSLV Mk I | GSAT-1,StatusRetired,47000000.0,Partial Failure,India,IND,2001,4
1146,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2001-04-07 15:02:00+00:00,Delta II 7925 | Mars Odyssey,StatusRetired,0.0,Success,USA,USA,2001,4
1147,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2001-03-18 22:33:00+00:00,Zenit-3 SL | XM-2,StatusActive,0.0,Success,Pacific Ocean,Pacific Ocean,2001,3
1148,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2001-03-08 22:51:00+00:00,Ariane 5 G | Eurobird-1 & BSat-2a,StatusRetired,0.0,Success,France,FRA,2001,3
1149,NASA,"LC-39B, Kennedy Space Center, Florida, USA",2001-03-08 11:42:00+00:00,Space Shuttle Discovery | STS-102,StatusRetired,450000000.0,Success,USA,USA,2001,3
1150,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2001-02-27 21:20:00+00:00,Titan IV(401)B | Milstar DFS-4,StatusRetired,0.0,Success,USA,USA,2001,2
1151,MITT,"Svobodny Cosmodrome, Russia",2001-02-20 08:48:00+00:00,Start-1 | Odin,StatusActive,0.0,Success,Russian Federation,RUS,2001,2
1152,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2001-02-07 23:13:00+00:00,Space Shuttle Atlantis | STS-98,StatusRetired,450000000.0,Success,USA,USA,2001,2
1153,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001-02-07 23:05:00+00:00,"Ariane 44L | Sicral-1, Skynet 4F",StatusRetired,0.0,Success,France,FRA,2001,2
1154,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2001-01-30 07:55:00+00:00,Delta II 7925 | GPS IIR-7,StatusRetired,0.0,Success,USA,USA,2001,1
1155,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2001-01-10 22:09:00+00:00,Ariane 44P | Turksat 2A,StatusRetired,0.0,Success,France,FRA,2001,1
1156,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2001-01-09 17:00:00+00:00,Long March 2F | Shenzhou 2,StatusActive,0.0,Success,China,CHN,2001,1
1157,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",2000-12-27 18:56:00+00:00,Tsyklon-3 | Cosmos 2377 to 2379 & Gonets 7 to 9,StatusRetired,0.0,Failure,Russian Federation,RUS,2000,12
1158,CASC,"LC-2, Xichang Satellite Launch Center, China",2000-12-20 16:20:00+00:00,Long March 3A | Beidou-1B,StatusActive,69700000.0,Success,China,CHN,2000,12
1159,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000-12-20 00:26:00+00:00,"Ariane 5 G | Astra 2D, GE-8, LDREX",StatusRetired,0.0,Success,France,FRA,2000,12
1160,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2000-12-06 02:47:00+00:00,Atlas IIAS | NROL-10,StatusRetired,0.0,Success,USA,USA,2000,12
1161,MITT,"Svobodny Cosmodrome, Russia",2000-12-05 12:32:00+00:00,Start-1 | EROS A,StatusActive,0.0,Success,Russian Federation,RUS,2000,12
1162,NASA,"LC-39B, Kennedy Space Center, Florida, USA",2000-11-30 03:06:00+00:00,Space Shuttle Endeavour | STS-97,StatusRetired,450000000.0,Success,USA,USA,2000,11
1163,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-11-21 23:56:00+00:00,Ariane 44L | Anik F1,StatusRetired,0.0,Success,France,FRA,2000,11
1164,Boeing,"SLC-2W, Vandenberg AFB, California, USA",2000-11-21 18:24:00+00:00,Delta II 7320-10C | EO-1 / SAC-C,StatusRetired,0.0,Success,USA,USA,2000,11
1165,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2000-11-20 23:00:00+00:00,Cosmos-3M (11K65M) | QuickBird-1,StatusRetired,0.0,Failure,Russian Federation,RUS,2000,11
1166,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000-11-16 01:07:00+00:00,"Ariane 5 G | PanAmSat-1R, Amsat-P3D, STRV 1C, STRV 1D",StatusRetired,0.0,Success,France,FRA,2000,11
1167,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2000-11-10 17:14:00+00:00,Delta II 7925 | GPS IIR-6,StatusRetired,0.0,Success,USA,USA,2000,11
1168,CASC,"LC-2, Xichang Satellite Launch Center, China",2000-10-30 16:02:00+00:00,Long March 3A | Beidou-1A,StatusActive,69700000.0,Success,China,CHN,2000,10
1169,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-10-29 05:59:00+00:00,Ariane 44LP | EuropeStar F1,StatusRetired,0.0,Success,France,FRA,2000,10
1170,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2000-10-21 05:51:00+00:00,Zenit-3 SL | Thuraya 1,StatusActive,0.0,Success,Pacific Ocean,Pacific Ocean,2000,10
1171,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2000-10-20 00:40:00+00:00,Atlas IIA | DSCS III-B11,StatusRetired,0.0,Success,USA,USA,2000,10
1172,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2000-10-11 23:17:00+00:00,Space Shuttle Discovery | STS-92,StatusRetired,450000000.0,Success,USA,USA,2000,10
1173,Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2000-10-09 05:38:00+00:00,Pegasus | HETE 2,StatusRetired,40000000.0,Success,USA,USA,2000,10
1174,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-10-06 23:00:00+00:00,Ariane 42L | N-SAT 110,StatusRetired,0.0,Success,France,FRA,2000,10
1175,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2000-09-26 10:05:00+00:00,Dnepr | Megsat 1 & Others,StatusRetired,29000000.0,Success,Kazakhstan,KAZ,2000,9
1176,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2000-09-25 10:10:00+00:00,Zenit-2 | Cosmos 2372,StatusRetired,0.0,Success,Kazakhstan,KAZ,2000,9
1177,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",2000-09-21 10:22:00+00:00,Titan II(23)G | NOAA-16,StatusRetired,35000000.0,Success,USA,USA,2000,9
1178,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000-09-14 22:54:00+00:00,Ariane 5 G | Astra 2B & GE-7,StatusRetired,0.0,Success,France,FRA,2000,9
1179,NASA,"LC-39B, Kennedy Space Center, Florida, USA",2000-09-08 12:45:00+00:00,Space Shuttle Atlantis | STS-106,StatusRetired,450000000.0,Success,USA,USA,2000,9
1180,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-09-06 22:33:00+00:00,Ariane 44P | Eutelsat W1,StatusRetired,0.0,Success,France,FRA,2000,9
1181,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2000-08-23 11:05:00+00:00,Delta III 8930 | DM F3,StatusRetired,0.0,Success,USA,USA,2000,8
1182,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",2000-08-17 23:45:00+00:00,Titan IV(403)B | NROL-11 (Onyx),StatusRetired,0.0,Success,USA,USA,2000,8
1183,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-08-17 23:16:00+00:00,"Ariane 44LP | Brasilsat B4, Nilesat 102",StatusRetired,0.0,Success,France,FRA,2000,8
1184,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2000-07-28 22:41:00+00:00,Zenit-3 SL | PAS 9,StatusActive,0.0,Success,Pacific Ocean,Pacific Ocean,2000,7
1185,Northrop,"SLC-8, Vandenberg AFB, California, USA",2000-07-19 20:09:00+00:00,Minotaur I | MightySat 2.1,StatusActive,40000000.0,Success,USA,USA,2000,7
1186,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2000-07-16 09:17:00+00:00,Delta II 7925 | GPS IIR-5,StatusRetired,0.0,Success,USA,USA,2000,7
1187,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2000-07-15 12:00:00+00:00,"Cosmos-3M (11K65M) | CHAMP, MITA & Rubin 1",StatusRetired,0.0,Success,Russian Federation,RUS,2000,7
1188,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2000-07-14 05:21:00+00:00,Atlas IIAS | Echostar 6,StatusRetired,0.0,Success,USA,USA,2000,7
1189,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2000-06-30 12:56:00+00:00,Atlas IIA | TDRS-H,StatusRetired,0.0,Success,USA,USA,2000,6
1190,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2000-06-28 10:37:00+00:00,"Cosmos-3M (11K65M) | Nadiezhda n†­9, Tsinghua-1 & SNAP-1",StatusRetired,0.0,Success,Russian Federation,RUS,2000,6
1191,CASC,"LC-3, Xichang Satellite Launch Center, China",2000-06-25 11:50:00+00:00,Long March 3 | Fengyun-2B,StatusRetired,0.0,Success,China,CHN,2000,6
1192,Northrop,"Stargazer, Vandenberg AFB, California, USA",2000-06-07 13:19:00+00:00,Pegasus XL | TSX-5,StatusActive,40000000.0,Success,USA,USA,2000,6
1193,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2000-05-24 23:10:00+00:00,Atlas IIIA | Eutelsat W4,StatusRetired,0.0,Success,USA,USA,2000,5
1194,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2000-05-19 10:11:00+00:00,Space Shuttle Atlantis | STS-101,StatusRetired,450000000.0,Success,USA,USA,2000,5
1195,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2000-05-16 08:27:00+00:00,Rokot/Briz KM | SimSat 1 & 2 (Iridium),StatusRetired,41800000.0,Success,Russian Federation,RUS,2000,5
1196,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2000-05-11 01:48:00+00:00,Delta II 7925 | GPS IIR-4,StatusRetired,0.0,Success,USA,USA,2000,5
1197,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2000-05-08 16:01:00+00:00,Titan IV(402)B | DSP,StatusRetired,0.0,Success,USA,USA,2000,5
1198,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2000-05-03 07:07:00+00:00,Atlas IIA | GOES-L,StatusRetired,0.0,Success,USA,USA,2000,5
1199,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000-04-19 00:29:00+00:00,Ariane 42L | Galaxy 4R,StatusRetired,0.0,Success,France,FRA,2000,4
1200,Boeing,"SLC-2W, Vandenberg AFB, California, USA",2000-03-25 20:34:00+00:00,Delta II 7326 | IMAGE,StatusRetired,0.0,Success,USA,USA,2000,3
1201,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000-03-21 23:28:00+00:00,Ariane 5 G | INSAT-3B & AsiaStar,StatusRetired,0.0,Success,France,FRA,2000,3
1202,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2000-03-12 14:49:00+00:00,Zenit-3 SL | ICO F-1,StatusActive,0.0,Failure,Pacific Ocean,Pacific Ocean,2000,3
1203,Northrop,"SLC-576E, Vandenberg AFB, California, USA",2000-03-12 09:29:00+00:00,Minotaur C (Taurus) | Multispectral Thermal Imager (MTI),StatusActive,45000000.0,Success,USA,USA,2000,3
1204,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2000-03-02 09:26:00+00:00,Zenit-2 | Cosmos 2369,StatusRetired,0.0,Success,Kazakhstan,KAZ,2000,3
1205,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-02-18 01:04:00+00:00,Ariane 44LP | Superbird 4,StatusRetired,0.0,Success,France,FRA,2000,2
1206,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2000-02-11 16:43:00+00:00,Space Shuttle Endeavour | STS-99,StatusRetired,450000000.0,Success,USA,USA,2000,2
1207,ISAS,"Mu Pad, Uchinoura Space Center, Japan",2000-02-10 01:30:00+00:00,Mu-V / M-24 | Astro E,StatusRetired,0.0,Failure,Japan,JPN,2000,2
1208,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2000-02-08 21:24:00+00:00,Delta II 7920-10C | Globalstar 7,StatusRetired,0.0,Success,USA,USA,2000,2
1209,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2000-02-03 23:30:00+00:00,Atlas IIAS | Hispasat 1C,StatusRetired,0.0,Success,USA,USA,2000,2
1210,Northrop,"SLC-8, Vandenberg AFB, California, USA",2000-01-27 03:03:00+00:00,Minotaur I | JAWSat,StatusActive,40000000.0,Success,USA,USA,2000,1
1211,CASC,"LC-2, Xichang Satellite Launch Center, China",2000-01-25 16:45:00+00:00,Long March 3A | ChinaSat-22,StatusActive,69700000.0,Success,China,CHN,2000,1
1212,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-01-25 01:04:00+00:00,Ariane 42L | Galaxy 10R,StatusRetired,0.0,Success,France,FRA,2000,1
1213,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2000-01-21 01:03:00+00:00,Atlas IIA | DSCS IIIB-8,StatusRetired,0.0,Success,USA,USA,2000,1
1214,Northrop,"SLC-576E, Vandenberg AFB, California, USA",1999-12-31 07:13:00+00:00,Minotaur C (Taurus) | KOMPSAT & ACRIMSAT,StatusActive,45000000.0,Success,USA,USA,1999,12
1215,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1999-12-27 19:12:00+00:00,Molniya-M /Block 2BL | Cosmos 2368,StatusRetired,0.0,Success,Russian Federation,RUS,1999,12
1216,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1999-12-26 08:00:00+00:00,Tsyklon-2 | Cosmos 2367,StatusRetired,0.0,Success,Kazakhstan,KAZ,1999,12
1217,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-12-22 00:50:00+00:00,Ariane 44L | Galaxy-11,StatusRetired,0.0,Success,France,FRA,1999,12
1218,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1999-12-20 00:50:00+00:00,Space Shuttle Discovery | STS-103,StatusRetired,450000000.0,Success,USA,USA,1999,12
1219,Lockheed,"SLC-3E, Vandenberg AFB, California, USA",1999-12-18 18:57:00+00:00,Atlas IIAS | Terra,StatusRetired,0.0,Success,USA,USA,1999,12
1220,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",1999-12-12 17:36:00+00:00,Titan II(23)G | USA-147,StatusRetired,35000000.0,Success,USA,USA,1999,12
1221,AEB,"VLS Pad, Alc?›ntara Launch Center, Maranh?œo, Brazil",1999-12-11 19:40:00+00:00,VLS-1 | SACI-2,StatusActive,0.0,Failure,Brazil,BRA,1999,12
1222,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",1999-12-10 14:32:00+00:00,Ariane 5 G | XMM-Newton,StatusRetired,0.0,Success,France,FRA,1999,12
1223,Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-12-04 18:53:00+00:00,Pegasus XL/HAPS | Orbcomm D1-D8,StatusActive,40000000.0,Success,USA,USA,1999,12
1224,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-12-03 16:22:00+00:00,Ariane 40 | Helios 1B & Cl??mentine,StatusRetired,0.0,Success,France,FRA,1999,12
1225,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",1999-11-23 04:06:00+00:00,Atlas IIA | UHF F10,StatusRetired,0.0,Success,USA,USA,1999,11
1226,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",1999-11-19 22:30:00+00:00,Long March 2F | Shenzhou 1,StatusActive,0.0,Success,China,CHN,1999,11
1227,MHI,"LA-Y1, Tanegashima Space Center, Japan",1999-11-15 07:29:00+00:00,H-IIS | Himawari 6,StatusRetired,0.0,Failure,Japan,JPN,1999,11
1228,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-11-13 22:54:00+00:00,Ariane 44LP | GE-4,StatusRetired,0.0,Success,France,FRA,1999,11
1229,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-10-19 06:22:00+00:00,Ariane 44LP | Orion 2,StatusRetired,0.0,Success,France,FRA,1999,10
1230,CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-10-14 03:15:00+00:00,Long March 4B | CBERS-1 & SACI 1,StatusActive,64680000.00000001,Success,China,CHN,1999,10
1231,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",1999-10-10 00:00:00,Zenit-3 SL | DirecTV 1R,StatusActive,0.0,Success,Pacific Ocean,Pacific Ocean,1999,10
1232,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-09-25 06:29:00+00:00,Ariane 44LP | Telstar 7,StatusRetired,0.0,Success,France,FRA,1999,9
1233,Lockheed,"SLC-6, Vandenberg AFB, California, USA",1999-09-24 18:21:00+00:00,Athena II | Ikonos 1,StatusRetired,0.0,Success,USA,USA,1999,9
1234,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1999-09-23 06:02:00+00:00,Atlas IIAS | Echostar 5,StatusRetired,0.0,Success,USA,USA,1999,9
1235,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-09-04 22:34:00+00:00,Ariane 42P | Koreasat-3,StatusRetired,0.0,Success,France,FRA,1999,9
1236,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1999-08-26 12:02:00+00:00,Cosmos-3M (11K65M) | Cosmos 2366,StatusRetired,0.0,Success,Russian Federation,RUS,1999,8
1237,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-08-17 04:37:00+00:00,Delta II 7420-10C | Globalstar 6,StatusRetired,0.0,Success,USA,USA,1999,8
1238,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-08-12 22:52:00+00:00,Ariane 42P | Telkom-1,StatusRetired,0.0,Success,France,FRA,1999,8
1239,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-08-07 12:51:00+00:00,Delta II 7925 | USA-145 (GPS IIR-3),StatusRetired,0.0,Success,USA,USA,1999,8
1240,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-07-25 07:46:00+00:00,Delta II 7420-10C | Globalstar 5,StatusRetired,0.0,Success,USA,USA,1999,7
1241,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1999-07-23 04:31:00+00:00,Space Shuttle Columbia | STS-93,StatusRetired,450000000.0,Success,USA,USA,1999,7
1242,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1999-07-17 05:37:00+00:00,Zenit-2 | Okean-O n†­1,StatusRetired,0.0,Success,Kazakhstan,KAZ,1999,7
1243,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-07-10 08:45:00+00:00,Delta II 7420-10C | Globalstar 4,StatusRetired,0.0,Success,USA,USA,1999,7
1244,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1999-07-08 08:45:00+00:00,Molniya-M /Block ML | Molniya-3 n†­169,StatusRetired,0.0,Success,Russian Federation,RUS,1999,7
1245,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-06-24 15:44:00+00:00,Delta II 7320-10C | FUSE,StatusRetired,0.0,Success,USA,USA,1999,6
1246,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",1999-06-20 02:15:00+00:00,Titan II(23)G | QuikSCAT,StatusRetired,35000000.0,Success,USA,USA,1999,6
1247,CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-06-11 17:15:00+00:00,Long March 2C | Iridium 92 & 93,StatusActive,30800000.0,Success,China,CHN,1999,6
1248,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-06-10 13:48:00+00:00,Delta II 7420-10C | Globalstar 3,StatusRetired,0.0,Success,USA,USA,1999,6
1249,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",1999-05-29 11:52:00+00:00,"PSLV-G | IRS-P4, DLR-Tubsat, & Kitsat-3",StatusRetired,25000000.0,Success,India,IND,1999,5
1250,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1999-05-27 10:49:00+00:00,Space Shuttle Discovery | STS-96,StatusRetired,450000000.0,Success,USA,USA,1999,5
1251,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",1999-05-22 09:36:00+00:00,Titan IV(404)B | NROL-9 (Misty),StatusRetired,0.0,Success,USA,USA,1999,5
1252,Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-05-18 05:09:00+00:00,Pegasus XL/HAPS | TERRIERS & MUBLCOM,StatusActive,40000000.0,Success,USA,USA,1999,5
1253,CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-05-10 01:33:00+00:00,Long March 4B | Fengyun 1C & Shijian-5,StatusActive,64680000.00000001,Success,China,CHN,1999,5
1254,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-05-05 01:00:00+00:00,Delta III 8930 | Orion 3,StatusRetired,0.0,Failure,USA,USA,1999,5
1255,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",1999-04-30 16:30:00+00:00,Titan IV(401)B | Milstar DFS-3m,StatusRetired,0.0,Failure,USA,USA,1999,4
1256,VKS RF,"Site 107/1, Kapustin Yar, Russia",1999-04-28 00:00:00,Cosmos-3M (11K65M) | ABRIXAS & Megsat 0,StatusRetired,0.0,Success,Russian Federation,RUS,1999,4
1257,Lockheed,"SLC-6, Vandenberg AFB, California, USA",1999-04-27 18:22:00+00:00,Athena II | Ikonos,StatusRetired,0.0,Failure,USA,USA,1999,4
1258,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",1999-04-21 00:00:00,Dnepr | UoSat 12,StatusRetired,29000000.0,Success,Kazakhstan,KAZ,1999,4
1259,Boeing,"SLC-2W, Vandenberg AFB, California, USA",1999-04-15 18:32:00+00:00,Delta II 7920-10 | Landsat 7,StatusRetired,0.0,Success,USA,USA,1999,4
1260,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1999-04-12 22:50:00+00:00,Atlas IIAS | Eutelsat W3,StatusRetired,0.0,Success,USA,USA,1999,4
1261,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",1999-04-09 17:01:00+00:00,Titan IV(402)B | DSP,StatusRetired,0.0,Failure,USA,USA,1999,4
1262,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-04-02 22:03:00+00:00,Ariane 42P | Insat-2E,StatusRetired,0.0,Success,France,FRA,1999,4
