,Company Name,Location,date,Detail,Status Rocket,price,Status Mission,country,alpha3,year,month
0,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-08-07 05:12:00+00:00,Falcon 9 Block 5 | Starlink V1 L9 & BlackSky,StatusActive,50000000.0,Success,USA,USA,2020,8
1,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020-08-06 04:01:00+00:00,Long March 2D | Gaofen-9 04 & Q-SAT,StatusActive,29750000.0,Success,China,CHN,2020,8
2,SpaceX,"Pad A, Boca Chica, Texas, USA",2020-08-04 23:57:00+00:00,Starship Prototype | 150 Meter Hop,StatusActive,0.0,Success,USA,USA,2020,8
3,Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2020-07-30 21:25:00+00:00,Proton-M/Briz-M | Ekspress-80 & Ekspress-103,StatusActive,65000000.0,Success,Kazakhstan,KAZ,2020,7
4,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-07-30 11:50:00+00:00,Atlas V 541 | Perseverance,StatusActive,145000000.0,Success,USA,USA,2020,7
5,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-07-25 03:13:00+00:00,"Long March 4B | Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1",StatusActive,64680000.00000001,Success,China,CHN,2020,7
6,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-07-23 14:26:00+00:00,Soyuz 2.1a | Progress MS-15,StatusActive,48500000.0,Success,Kazakhstan,KAZ,2020,7
7,CASC,"LC-101, Wenchang Satellite Launch Center, China",2020-07-23 04:41:00+00:00,Long March 5 | Tianwen-1,StatusActive,0.0,Success,China,CHN,2020,7
8,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-07-20 21:30:00+00:00,Falcon 9 Block 5 | ANASIS-II,StatusActive,50000000.0,Success,USA,USA,2020,7
9,JAXA,"LA-Y1, Tanegashima Space Center, Japan",2020-07-19 21:58:00+00:00,H-IIA 202 | Hope Mars Mission,StatusActive,90000000.0,Success,Japan,JPN,2020,7
10,Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2020-07-15 13:46:00+00:00,Minotaur IV | NROL-129,StatusActive,46000000.0,Success,USA,USA,2020,7
11,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2020-07-10 04:17:00+00:00,"Kuaizhou 11 | Jilin-1 02E, CentiSpace-1 S2",StatusActive,28300000.0,Failure,China,CHN,2020,7
12,CASC,"LC-3, Xichang Satellite Launch Center, China",2020-07-09 12:11:00+00:00,Long March 3B/E | Apstar-6D,StatusActive,29150000.0,Success,China,CHN,2020,7
13,IAI,"Pad 1, Palmachim Airbase, Israel",2020-07-06 01:00:00+00:00,Shavit-2 | Ofek-16,StatusActive,0.0,Success,Israel,ISR,2020,7
14,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020-07-04 23:44:00+00:00,Long March 2D | Shiyan-6 02,StatusActive,29750000.0,Success,China,CHN,2020,7
15,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-07-04 21:19:00+00:00,Electron/Curie | Pics Or It Didn??¦t Happen,StatusActive,7500000.0,Failure,New Zealand,NZL,2020,7
16,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-07-03 03:10:00+00:00,Long March 4B | Gaofen Duomo & BY-02,StatusActive,64680000.00000001,Success,China,CHN,2020,7
17,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-30 20:10:00+00:00,Falcon 9 Block 5 | GPS III SV03,StatusActive,50000000.0,Success,USA,USA,2020,6
18,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-06-23 01:43:00+00:00,Long March 3B/E | Beidou-3 G3,StatusActive,29150000.0,Success,China,CHN,2020,6
19,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020-06-17 07:19:00+00:00,"Long March 2D | Gaofen-9 03, Pixing III A & HEAD-5",StatusActive,29750000.0,Success,China,CHN,2020,6
20,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-13 09:21:00+00:00,Falcon 9 Block 5 | Starlink V1 L8 & SkySat 16 to 18,StatusActive,50000000.0,Success,USA,USA,2020,6
21,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-06-13 05:12:00+00:00,Electron/Curie | Don't stop me now!,StatusActive,7500000.0,Success,New Zealand,NZL,2020,6
22,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-06-10 18:31:00+00:00,Long March 2C | Haiyang-1D,StatusActive,30800000.0,Success,China,CHN,2020,6
23,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-04 01:25:00+00:00,Falcon 9 Block 5 | Starlink V1 L7,StatusActive,50000000.0,Success,USA,USA,2020,6
24,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020-05-31 08:53:00+00:00,Long March 2D | Gaofen-9-02 & HEAD-4,StatusActive,29750000.0,Success,China,CHN,2020,5
25,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-05-30 19:22:00+00:00,Falcon 9 Block 5 | SpaceX Demo-2,StatusActive,50000000.0,Success,USA,USA,2020,5
26,CASC,"Xichang Satellite Launch Center, China",2020-05-29 20:13:00+00:00,Long March 11 | XJS-G and XJS-H,StatusActive,5300000.0,Success,China,CHN,2020,5
27,Virgin Orbit,"Cosmic Girl, Mojave Air and Space Port, California, USA",2020-05-25 19:50:00+00:00,LauncherOne | Demo Flight,StatusActive,12000000.0,Failure,USA,USA,2020,5
28,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2020-05-22 07:31:00+00:00,Soyuz 2.1b/Fregat-M | Cosmos 2546,StatusActive,0.0,Success,Russian Federation,RUS,2020,5
29,MHI,"LA-Y2, Tanegashima Space Center, Japan",2020-05-20 17:31:00+00:00,H-IIB | HTV-9,StatusRetired,112500000.0,Success,Japan,JPN,2020,5
30,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-05-17 13:14:00+00:00,Atlas V 501 | OTV-6 (USSF-7),StatusActive,120000000.0,Success,USA,USA,2020,5
31,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2020-05-12 01:16:00+00:00,Kuaizhou 1A | Xingyun-2 01 (Wuhan) & 02,StatusActive,0.0,Success,China,CHN,2020,5
32,CASC,"LC-101, Wenchang Satellite Launch Center, China",2020-05-05 10:00:00+00:00,Long March 5B | Test Flight (New Crew Capsule),StatusActive,0.0,Success,China,CHN,2020,5
33,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-04-25 01:51:00+00:00,Soyuz 2.1a | Progress MS-14,StatusActive,48500000.0,Success,Kazakhstan,KAZ,2020,4
34,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-04-22 19:30:00+00:00,Falcon 9 Block 5 | Starlink V1 L6,StatusActive,50000000.0,Success,USA,USA,2020,4
35,IRGC,"Launch Plateform, Shahrud Missile Test Site",2020-04-22 03:59:00+00:00,Qased | Noor 1,StatusActive,0.0,Success,Iran,Iran,2020,4
36,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-04-09 11:46:00+00:00,Long March 3B/E | Nusantara Dua,StatusActive,29150000.0,Failure,China,CHN,2020,4
37,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-04-09 08:05:00+00:00,Soyuz 2.1a | Soyuz MS-16,StatusActive,48500000.0,Success,Kazakhstan,KAZ,2020,4
38,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-03-26 20:18:00+00:00,Atlas V 551 | AEHF 6,StatusActive,153000000.0,Success,USA,USA,2020,3
39,CASC,"LC-3, Xichang Satellite Launch Center, China",2020-03-24 03:43:00+00:00,Long March 2C | Yaogan-30-06,StatusActive,30800000.0,Success,China,CHN,2020,3
40,Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-03-21 17:06:00+00:00,Soyuz 2.1b/Fregat | OneWeb #3,StatusActive,48500000.0,Success,Kazakhstan,KAZ,2020,3
41,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-03-18 12:16:00+00:00,Falcon 9 Block 5 | Starlink V1 L5,StatusActive,50000000.0,Success,USA,USA,2020,3
42,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2020-03-16 18:28:00+00:00,Soyuz 2.1b/Fregat-M | Cosmos 2545,StatusActive,0.0,Success,Russian Federation,RUS,2020,3
43,CASC,"LC-201, Wenchang Satellite Launch Center, China",2020-03-16 13:34:00+00:00,Long March 7A | XJY-6,StatusActive,0.0,Failure,China,CHN,2020,3
44,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-03-09 11:55:00+00:00,Long March 3B/E | Beidou-3 G2,StatusActive,29150000.0,Success,China,CHN,2020,3
45,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-03-07 04:50:00+00:00,Falcon 9 Block 5 | CRS-20,StatusActive,50000000.0,Success,USA,USA,2020,3
46,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2020-02-20 08:24:00+00:00,Soyuz 2.1a/Fregat-M | Meridian-M n†­19L,StatusActive,48500000.0,Success,Russian Federation,RUS,2020,2
47,CASC,"LC-3, Xichang Satellite Launch Center, China",2020-02-19 21:07:00+00:00,Long March 2D | XJS-C to F,StatusActive,29750000.0,Success,China,CHN,2020,2
48,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-02-18 22:18:00+00:00,Ariane 5 ECA | JCSAT-17 & GEO-KOMPSAT 2B,StatusActive,200000000.0,Success,France,FRA,2020,2
49,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-02-17 15:05:00+00:00,Falcon 9 Block 5 | Starlink V1 L4,StatusActive,50000000.0,Success,USA,USA,2020,2
50,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2020-02-15 20:21:00+00:00,Antares 230+ | CRS NG-13,StatusActive,85000000.0,Success,USA,USA,2020,2
51,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-02-10 04:03:00+00:00,Atlas V 411 | Solar Orbiter,StatusActive,115000000.0,Success,USA,USA,2020,2
52,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2020-02-09 15:48:00+00:00,Simorgh | Zafar 1,StatusActive,0.0,Failure,Iran,Iran,2020,2
53,MHI,"LA-Y1, Tanegashima Space Center, Japan",2020-02-09 01:34:00+00:00,H-IIA 202 | IGS-Optical 7,StatusActive,90000000.0,Success,Japan,JPN,2020,2
54,Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-02-06 21:42:00+00:00,Soyuz 2.1b/Fregat | OneWeb #2,StatusActive,48500000.0,Success,Kazakhstan,KAZ,2020,2
55,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-01-31 02:56:00+00:00,Electron/Curie | Birds of a Feather / NROL-151,StatusActive,7500000.0,Success,New Zealand,NZL,2020,1
56,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-01-29 14:06:00+00:00,Falcon 9 Block 5 | Starlink V1 L3,StatusActive,50000000.0,Success,USA,USA,2020,1
57,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-01-19 15:30:00+00:00,Falcon 9 Block 5 | Crew Dragon Inflight Abort Test,StatusActive,50000000.0,Success,USA,USA,2020,1
58,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-01-16 21:05:00+00:00,Ariane 5 ECA | Eutelsat Konnect BB4A & GSAT-30,StatusActive,200000000.0,Success,France,FRA,2020,1
59,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2020-01-16 03:02:00+00:00,Kuaizhou 1A | Yinhe-1,StatusActive,0.0,Success,China,CHN,2020,1
60,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-01-15 02:53:00+00:00,Long March 2D | Jilin-1 Wideband 01 & ??uSat-7/8,StatusActive,29750000.0,Success,China,CHN,2020,1
61,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-01-07 15:20:00+00:00,Long March 3B/E | TJSW-5,StatusActive,29150000.0,Success,China,CHN,2020,1
62,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-01-07 02:19:00+00:00,Falcon 9 Block 5 | Starlink V1 L2,StatusActive,50000000.0,Success,USA,USA,2020,1
63,CASC,"LC-101, Wenchang Satellite Launch Center, China",2019-12-27 12:45:00+00:00,Long March 5 | Shijian-20,StatusActive,0.0,Success,China,CHN,2019,12
64,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2019-12-26 23:11:00+00:00,"Rokot/Briz KM | Gonets-M ???24, 25, 26 [block-15] & Blits-M1",StatusRetired,41800000.0,Success,Russian Federation,RUS,2019,12
65,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-12-24 12:03:00+00:00,Proton-M/DM-3 | Elektro-L n†­3,StatusActive,65000000.0,Success,Kazakhstan,KAZ,2019,12
66,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2019-12-20 11:36:00+00:00,Atlas V N22 | Starliner OFT,StatusActive,0.0,Success,USA,USA,2019,12
67,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-12-20 03:22:00+00:00,"Long March 4B | CBERS-4A, ETRSS-1 & Others",StatusActive,64680000.00000001,Success,China,CHN,2019,12
68,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2019-12-18 08:54:00+00:00,"Soyuz ST-A/Fregat-M | CSG-1, CHEOPS & Others",StatusActive,0.0,Success,France,FRA,2019,12
69,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-12-17 00:10:00+00:00,Falcon 9 Block 5 | JCSAT-18 / Kacific-1,StatusActive,50000000.0,Success,USA,USA,2019,12
70,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-12-16 07:22:00+00:00,Long March 3B/YZ-1 | BeiDou-3 M19 & M20,StatusActive,0.0,Success,China,CHN,2019,12
71,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",2019-12-11 17:55:00+00:00,New Shepard | NS-12,StatusActive,0.0,Success,USA,USA,2019,12
72,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2019-12-11 09:55:00+00:00,PSLV-QL | RISAT 2BR1,StatusActive,21000000.0,Success,India,IND,2019,12
73,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2019-12-11 08:54:00+00:00,Soyuz 2.1b/Fregat | Cosmos 2544,StatusActive,48500000.0,Success,Russian Federation,RUS,2019,12
74,ExPace,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2019-12-07 08:52:00+00:00,Kuaizhou 1A | HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B,StatusActive,0.0,Success,China,CHN,2019,12
75,ExPace,"Taiyuan Satellite Launch Center, China",2019-12-07 02:55:00+00:00,Kuaizhou 1A | Jilin-1 Gaofen-02B,StatusActive,0.0,Success,China,CHN,2019,12
76,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-12-06 09:34:00+00:00,Soyuz 2.1a | Progress MS-13 (74P),StatusActive,48500000.0,Success,Kazakhstan,KAZ,2019,12
77,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-12-06 08:18:00+00:00,Electron/Curie | Running Out Of Fingers,StatusActive,7500000.0,Success,New Zealand,NZL,2019,12
78,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-12-05 17:29:00+00:00,Falcon 9 Block 5 | CRS-19,StatusActive,50000000.0,Success,USA,USA,2019,12
79,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-11-27 23:52:00+00:00,Long March 4C | Gaofen-12,StatusActive,64680000.00000001,Success,China,CHN,2019,11
80,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-11-27 03:58:00+00:00,PSLV-XL | Cartosat-3 & Rideshares,StatusActive,31000000.0,Success,India,IND,2019,11
81,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-11-26 21:23:00+00:00,Ariane 5 ECA | Inmarsat 5 F5 & TIBA-1,StatusActive,200000000.0,Success,France,FRA,2019,11
82,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-11-25 17:52:00+00:00,Soyuz 2.1v/Volga | Cosmos 2542 & 2543,StatusActive,0.0,Success,Russian Federation,RUS,2019,11
83,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-11-23 00:55:00+00:00,Long March 3B/YZ-1 | BeiDou-3 M21 & M22,StatusActive,0.0,Success,China,CHN,2019,11
84,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-11-17 10:00:00+00:00,"Kuaizhou 1A | KL-Alpha A, KL-Alpha B",StatusActive,0.0,Success,China,CHN,2019,11
85,CASC,"LC-16, Taiyuan Satellite Launch Center, China",2019-11-13 06:35:00+00:00,Long March 6 | Ningxia-1 (x5),StatusActive,0.0,Success,China,CHN,2019,11
86,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-11-13 03:40:00+00:00,Kuaizhou 1A | Jilin 1-02A,StatusActive,0.0,Success,China,CHN,2019,11
87,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-11-11 14:56:00+00:00,Falcon 9 Block 5 | Starlink V1 L1,StatusActive,50000000.0,Success,USA,USA,2019,11
88,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-11-04 17:43:00+00:00,Long March 3B/E | Beidou-3 IGSO-3,StatusActive,29150000.0,Success,China,CHN,2019,11
89,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-11-03 03:22:00+00:00,Long March 4B | Gaofen-7,StatusActive,64680000.00000001,Success,China,CHN,2019,11
90,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2019-11-02 13:59:00+00:00,Antares 230+ | CRS NG-12,StatusActive,85000000.0,Success,USA,USA,2019,11
91,Exos,"Vertical Launch Area, Spaceport America, New Mexico",2019-10-26 17:40:00+00:00,SARGE | Launch 4,StatusActive,0.0,Failure,USA,USA,2019,10
92,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-10-17 15:21:00+00:00,Long March 3B/E | TJSW-4,StatusActive,29150000.0,Success,China,CHN,2019,10
93,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-10-17 01:22:00+00:00,Electron/Curie | As The Crow Flies,StatusActive,7500000.0,Success,New Zealand,NZL,2019,10
94,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2019-10-11 01:59:00+00:00,Pegasus XL | ICON,StatusActive,40000000.0,Success,USA,USA,2019,10
95,ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2019-10-09 10:17:00+00:00,Proton-M/Briz-M | Eutelsat 5 West B & MEV-1,StatusActive,65000000.0,Success,Kazakhstan,KAZ,2019,10
96,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-10-04 18:51:00+00:00,Long March 4C | Gaofen 10 (Replacement),StatusActive,64680000.00000001,Success,China,CHN,2019,10
97,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-09-26 07:46:00+00:00,Soyuz 2.1b/Fregat | Cosmos 2541,StatusActive,48500000.0,Success,Russian Federation,RUS,2019,9
98,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-09-25 13:57:00+00:00,Soyuz FG | Soyuz MS-15 (61S),StatusRetired,0.0,Success,Kazakhstan,KAZ,2019,9
99,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2019-09-25 00:54:00+00:00,Long March 2D | Yunhai-1-02,StatusActive,29750000.0,Success,China,CHN,2019,9
100,MHI,"LA-Y2, Tanegashima Space Center, Japan",2019-09-24 16:05:00+00:00,H-IIB | HTV-8,StatusRetired,112500000.0,Success,Japan,JPN,2019,9
101,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-09-22 21:10:00+00:00,Long March 3B/YZ-1 | BeiDou-3 M23 & M24,StatusActive,0.0,Success,China,CHN,2019,9
102,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019-09-19 06:42:00+00:00,Long March 11 | Zhuhai-1 Group 03,StatusActive,5300000.0,Success,China,CHN,2019,9
103,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-09-12 03:26:00+00:00,"Long March 4B | Ziyuan-2D, BNU-1 & Taurus-1",StatusActive,64680000.00000001,Success,China,CHN,2019,9
104,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-08-30 23:41:00+00:00,Kuaizhou 1A | KX-09 & Others,StatusActive,0.0,Success,China,CHN,2019,8
105,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2019-08-30 14:00:00+00:00,Rokot/Briz KM | Cosmos 2540,StatusRetired,41800000.0,Success,Russian Federation,RUS,2019,8
106,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2019-08-29 00:00:00,Safir-1B+ | Nahid-1,StatusActive,0.0,Prelaunch Failure,Iran,Iran,2019,8
107,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2019-08-22 13:06:00+00:00,"Delta IV Medium+ (4,2) | GPS III SV02",StatusRetired,164000000.0,Success,USA,USA,2019,8
108,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-08-22 03:38:00+00:00,Soyuz 2.1a | Soyuz MS-14 (60S),StatusActive,48500000.0,Success,Kazakhstan,KAZ,2019,8
109,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-08-19 12:12:00+00:00,"Electron/Curie | Look Ma, No Hands!",StatusActive,7500000.0,Success,New Zealand,NZL,2019,8
110,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-08-19 12:03:00+00:00,Long March 3B/E | ChinaSat 18,StatusActive,29150000.0,Success,China,CHN,2019,8
111,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019-08-17 04:11:00+00:00,Jielong-1 | Tianqi-4 & Others,StatusActive,7500000.0,Success,China,CHN,2019,8
112,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2019-08-08 10:13:00+00:00,Atlas V 551 | AEHF 5,StatusActive,153000000.0,Success,USA,USA,2019,8
113,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-08-06 23:23:00+00:00,Falcon 9 Block 5 | AMOS-17,StatusActive,50000000.0,Success,USA,USA,2019,8
114,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-08-06 19:30:00+00:00,Ariane 5 ECA | EDRS-C/HYLAS 3 & Intelsat 39,StatusActive,200000000.0,Success,France,FRA,2019,8
115,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-08-05 21:56:00+00:00,Proton-M/Briz-M | Cosmos 2539,StatusActive,65000000.0,Success,Kazakhstan,KAZ,2019,8
116,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-07-31 12:10:00+00:00,Soyuz 2.1a | Progress MS-12,StatusActive,48500000.0,Success,Kazakhstan,KAZ,2019,7
117,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-07-30 05:56:00+00:00,Soyuz 2.1a/Fregat-M | Meridian-M n†­18L,StatusActive,48500000.0,Success,Russian Federation,RUS,2019,7
118,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-07-26 03:57:00+00:00,Long March 2C | Yaogan-30-05,StatusActive,30800000.0,Success,China,CHN,2019,7
119,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-07-25 22:01:00+00:00,Falcon 9 Block 5 | CRS-18,StatusActive,50000000.0,Success,USA,USA,2019,7
120,i-Space,"Site 95, Jiuquan Satellite Launch Center, China",2019-07-25 05:00:00+00:00,Hyperbola-1 | CAS-7B & Others,StatusActive,0.0,Success,China,CHN,2019,7
121,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-07-22 09:13:00+00:00,GSLV Mk III | Chandrayaan-2 lunar mission,StatusActive,62000000.0,Success,India,IND,2019,7
122,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-07-20 16:28:00+00:00,Soyuz FG | Soyuz MS-13 (59S),StatusRetired,0.0,Success,Kazakhstan,KAZ,2019,7
123,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-07-13 12:31:00+00:00,Proton-M/DM-3 | Spektr-RG,StatusActive,65000000.0,Success,Kazakhstan,KAZ,2019,7
124,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2019-07-11 01:53:00+00:00,Vega | Falcon Eye 1,StatusActive,37000000.0,Failure,France,FRA,2019,7
125,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-07-10 17:14:00+00:00,Soyuz 2.1v/Volga | Cosmos 2535 to 2538,StatusActive,0.0,Success,Russian Federation,RUS,2019,7
126,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",2019-07-05 05:41:00+00:00,"Soyuz 2.1b/Fregat-M | Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",StatusActive,0.0,Success,Russian Federation,RUS,2019,7
127,Exos,"Vertical Launch Area, Spaceport America, New Mexico",2019-06-29 18:00:00+00:00,SARGE | Launch 3,StatusActive,0.0,Partial Failure,USA,USA,2019,6
128,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-06-29 04:30:00+00:00,Electron/Curie | Make it Rain,StatusActive,7500000.0,Success,New Zealand,NZL,2019,6
129,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2019-06-25 06:30:00+00:00,Falcon Heavy | STP-2,StatusActive,90000000.0,Success,USA,USA,2019,6
130,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-06-24 18:09:00+00:00,Long March 3B/E | Beidou-3 IGSO-2,StatusActive,29150000.0,Success,China,CHN,2019,6
131,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-06-20 21:43:00+00:00,Ariane 5 ECA | Eutelsat 7C &  AT&T T-16,StatusActive,200000000.0,Success,France,FRA,2019,6
132,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2019-06-12 14:17:00+00:00,Falcon 9 Block 5 | RADARSAT Constellation,StatusActive,50000000.0,Success,USA,USA,2019,6
133,CASC,"Tai Rui Barge, Yellow Sea",2019-06-05 04:06:00+00:00,Long March 11H | Jilin-1 & Others,StatusActive,5300000.0,Success,China,CHN,2019,6
134,Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2019-05-30 17:42:00+00:00,Proton-M/Briz-M | Yamal-601,StatusActive,65000000.0,Success,Kazakhstan,KAZ,2019,5
135,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-05-27 06:23:00+00:00,Soyuz 2.1b/Fregat-M | Cosmos 2534,StatusActive,0.0,Success,Russian Federation,RUS,2019,5
136,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-05-24 02:30:00+00:00,Falcon 9 Block 5 | Starlink V0.9,StatusActive,50000000.0,Success,USA,USA,2019,5
137,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-05-22 22:55:00+00:00,Long March 4C | Yaogan Weixing-33,StatusActive,64680000.00000001,Failure,China,CHN,2019,5
138,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2019-05-22 00:00:00+00:00,PSLV-CA | RISAT-2B,StatusActive,21000000.0,Success,India,IND,2019,5
139,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-05-17 15:48:00+00:00,Long March 3C/E | Beidou-2 G8,StatusActive,0.0,Success,China,CHN,2019,5
